dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
429,0.07421875,0.09405377,0.09405377
430,0.07763672,1.8136525,1.8136525
431,0.022949219,0.39474744,0.39474744
432,0.06640625,0.71058124,0.71058124
433,0.06738281,0.5528439,0.5528439
434,0.091796875,1.1654545,1.1654545
435,0.23144531,2.7455242,2.7455242
436,-0.032226562,-0.5079308,0.5079308
437,0.06689453,0.9150927,0.9150927
438,0.06542969,1.0387286,1.0387286
439,-0.103515625,-0.5626697,0.5626697
440,-0.0073242188,0.54690284,0.54690284
441,0.01953125,-0.99514663,0.99514663
442,0.052001953,0.435282,0.435282
443,-0.072265625,-0.7276704,0.7276704
444,0.09765625,1.5000693,1.5000693
445,-0.03930664,-0.7734805,0.7734805
446,0.03515625,0.16385596,0.16385596
447,-0.106933594,-1.0090783,1.0090783
448,-0.009033203,-0.4687173,0.4687173
449,-0.056152344,-0.9002967,0.9002967
450,-0.021484375,-0.37148386,0.37148386
451,0.083984375,0.6185297,0.6185297
452,0.08642578,0.45352829,0.45352829
453,0.044677734,1.1734626,1.1734626
454,0.036376953,-0.08974096,0.08974096
455,-0.057861328,0.31615576,0.31615576
456,-0.053710938,-0.008510505,0.008510505
457,0.12158203,0.42672452,0.42672452
458,0.0007324219,-0.84909296,0.84909296
459,-0.19433594,-1.4230458,1.4230458
460,-0.11376953,-2.8840327,2.8840327
461,0.039794922,0.55783397,0.55783397
462,0.033203125,1.6213068,1.6213068
463,-0.040283203,-0.22903512,0.22903512
464,0.15820312,0.9235956,0.9235956
465,-0.06738281,-0.40815806,0.40815806
466,0.17578125,2.5091958,2.5091958
467,0.015625,1.4706428,1.4706428
468,0.08154297,1.4475284,1.4475284
469,0.051757812,0.14203554,0.14203554
470,-0.015625,-0.5911869,0.5911869
471,0.063964844,1.3655895,1.3655895
472,-0.21191406,-2.3486252,2.3486252
473,-0.03955078,-0.09282878,0.09282878
474,-0.119140625,-0.99759287,0.99759287
475,-0.076171875,-0.5137276,0.5137276
476,0.051757812,1.6661245,1.6661245
477,0.022338867,-0.6794737,0.6794737
478,-0.19042969,-2.1744583,2.1744583
479,0.021362305,0.032886602,0.032886602
480,-0.14160156,-2.574731,2.574731
481,-0.016357422,-0.37038964,0.37038964
482,-0.07470703,-1.1216569,1.1216569
483,0.018066406,-0.4463943,0.4463943
484,-0.20410156,-0.42515954,0.42515954
485,0.09326172,0.34013265,0.34013265
486,0.118652344,1.8337829,1.8337829
487,-0.029663086,-0.49693495,0.49693495
488,0.08105469,0.9154831,0.9154831
489,0.01953125,-0.57500404,0.57500404
490,-0.08300781,-1.7237362,1.7237362
491,0.009155273,0.3417484,0.3417484
492,-0.11279297,-2.2057085,2.2057085
493,-0.036376953,-0.5832875,0.5832875
494,-0.078125,-1.3338474,1.3338474
495,0.041259766,1.4550742,1.4550742
496,-0.12402344,-1.5332127,1.5332127
497,0.049316406,0.055629473,0.055629473
498,-0.08203125,-1.0172228,1.0172228
499,0.06347656,0.5602964,0.5602964
500,0.013427734,0.093455754,0.093455754
501,-0.025146484,-0.409738,0.409738
502,0.091796875,1.1662884,1.1662884
503,-0.02331543,0.56254363,0.56254363
504,-0.19335938,-2.5042586,2.5042586
505,-0.022705078,0.10519635,0.10519635
506,0.008544922,-1.0585309,1.0585309
507,-0.010314941,-0.76919097,0.76919097
508,-0.013000488,0.35124665,0.35124665
